accuracy,loss,val_accuracy,val_loss,learning_rate
0.4450453221797943,1.6779512166976929,0.3992811441421509,1.4880988597869873,0.0010000000474974513
0.4649408161640167,1.585641860961914,0.49671822786331177,1.2443782091140747,0.0010000000474974513
0.5731310248374939,1.2853600978851318,0.3395843207836151,2.1253416538238525,0.0010000000474974513
0.6032246947288513,1.2130454778671265,0.7151117324829102,1.2827292680740356,0.0010000000474974513
0.6414133906364441,1.0854194164276123,0.7175340056419373,1.108559250831604,0.0010000000474974513
0.6410962343215942,1.04728364944458,0.6530708074569702,1.0903810262680054,0.0010000000474974513
0.6757965683937073,0.8850781321525574,0.5654008388519287,1.1601166725158691,0.0010000000474974513
0.7076427340507507,0.9038657546043396,0.666979193687439,0.9306547045707703,0.0010000000474974513
0.6604076027870178,0.8589618802070618,0.6529145240783691,0.9132367968559265,0.0010000000474974513
0.7067080736160278,0.7332271337509155,0.550632894039154,1.2251917123794556,0.0010000000474974513
