accuracy,loss,val_accuracy,val_loss,learning_rate
0.4011650085449219,1.555065631866455,0.32356616854667664,1.1615445613861084,0.0010000000474974513
0.38372305035591125,1.5087674856185913,0.3867010474205017,1.1737924814224243,0.0010000000474974513
0.38873031735420227,1.3066794872283936,0.4063134789466858,1.290764331817627,0.0010000000474974513
0.41702133417129517,1.2121200561523438,0.4317862093448639,1.096372365951538,0.0010000000474974513
0.4624372124671936,1.1464341878890991,0.462337851524353,1.1215187311172485,0.0010000000474974513
0.4239647388458252,1.1707106828689575,0.44553837180137634,1.0794031620025635,0.0010000000474974513
0.4721512794494629,1.1060043573379517,0.43272385001182556,1.1143511533737183,0.0010000000474974513
0.5372623801231384,1.1420689821243286,0.6378340125083923,1.0084515810012817,0.0010000000474974513
0.5887703895568848,1.1196818351745605,0.7161275148391724,0.9310169219970703,0.0010000000474974513
0.6239880919456482,1.106884241104126,0.6568213701248169,0.9968758225440979,0.0010000000474974513
